"plotcode" "block" "mixcode" "year" "season" "sowndiv" "Weed.bm" "Weed.cover" "Total.bm" "total.bm.year" "Alo.pra" "Ant.syl" "Arr.ela" "Dac.glo" "Ger.pra" "Phl.pra" "Poa.tri" "Tri.pra" "Tri.rep" "Alo.pra.bm" "Ant.syl.bm" "Arr.ela.bm" "Dac.glo.bm" "Ger.pra.bm" "Phl.pra.bm" "Poa.tri.bm" "Tri.pra.bm" "Tri.rep.bm" "Alo.pra.cover" "Ant.syl.cover" "Arr.ela.cover" "Dac.glo.cover" "Ger.pra.cover" "Phl.pra.cover" "Poa.tri.cover" "Tri.pra.cover" "Tri.rep.cover" "r_asym" "alpha" "a_intra" "a_inter" "n_dif_m" "f_dif_m" "nf_dif_m" "str_n_dif" "str_f_dif" "str_nf_dif" "com_mean" "com_sd" "com_stab" "sp_mean" "sp_sd" "sp_stab" "stab" "syn_l" "syn_g"
"B4B035" 4 "S03M16" 2015 1.5 3 0 32.5 46.15 23738.8305 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 15.65 30.5 0 0 0 0 0 0 0 16 15 0 1.13126976866667 0.0198759646175595 0.0144809971506562 0.0225734483510112 0.323059036526286 4.52188831562055 -4.19882927909426 -0.737409715395061 19.3986681776095 -20.1360778930045 210.439407096923 194.777784999589 1.08040764041632 70.1464690326667 93.5267688385803 0.74035022974313 1.08040764042652 0.50332147938987 0.272124348593786
"B4B036" 4 "S04M29" 2015 1.5 4 0 20 74.15 23738.8305 1 1 0 0 0 0 1 0 1 67.3 0 0 0 0 0 6.85 0 0 25 0 0 0 0 0 10 0 0 0.908841132333333 0.0175877011932031 0.0119078667628081 0.0194809793366681 0.533733096252027 8.29687520777717 -7.76314211152514 -2.2753329992971 23.8532096995465 -26.1285426988436 181.563836371538 111.159522033166 1.63336287391886 45.3909590940385 32.2856845381609 0.932454132570272 1.63336287394178 0.760205776105621 0.572863370416651
"B4B038" 4 "S06M04" 2015 1.5 6 0 3.5 170.045 23738.8305 0 1 1 0 1 1 1 1 0 0 0 101.6 0 8.11 0 15.1 45.235 0 0 0 35 0 20 0.5 5.5 25 0 0.812371014733333 0.012300682301194 0.00920292329226705 0.0129202341029794 0.599493175331305 4.92384947446154 -4.32435629913024 -3.87793242386326 25.2075075408028 -29.085439964666 314.1143525 110.913797889938 2.83205839558123 52.352392082641 33.8049741024917 1.18638669839917 2.83205839546616 0.382741365599694 0.260736569058046
"B4B042" 4 "S04M17" 2015 1.5 4 0 10 148.695 23738.8305 1 1 0 1 1 0 0 0 0 1.91 1.415 0 35.62 109.75 0 0 0 0 6 20 0 20 50 0 0 0 0 0.946721171166667 0.0094490906872984 0.00881772181955528 0.0096595469765461 0.807864341328293 3.29990448468787 -2.49204014335958 -4.3221258594474 17.9876117537534 -22.3097376132008 159.23949814 87.2733209778019 1.82460683695654 39.809874535 48.5577202712461 0.855929094383982 1.82460683695654 0.241307378490261 -0.123224835750287
"B4B043" 4 "S03M21" 2015 1.5 3 0 17.5 40.3 23738.8305 0 0 0 0 1 1 0 0 1 0 0 0 0 40.3 0 0 0 0 0 0 0 0 25 0 0 0 10 0.902373698 0.0124150698854835 0.00665089414414532 0.0152971577561526 0.781145451049626 4.4340161752679 -3.65287072421828 -1.05156932719795 28.6475943857381 -29.699163712936 174.102435516154 153.736640304085 1.13247196746193 58.0341451714103 71.2977239546003 0.886059735714591 1.13247196744136 0.538579560527593 -0.0133612967218607
"B4B044" 4 "S02M20" 2015 1.5 2 0 30 98.43 23738.8305 1 0 0 1 0 0 0 0 0 4.26 0 0 94.17 0 0 0 0 0 2 0 0 30 0 0 0 0 0 0.050834167 0.00291975132643341 0.00332218376614716 0.00251731888671965 0.895603273419996 1.04887110532231 -0.153267831902315 -0.681898521739033 7.29289649725908 -7.97479501899811 168.205307692308 98.5373289058387 1.7070211823282 84.1026538461539 59.6127557700165 1.43659429011961 1.7070211823282 0.725230949602984 0.340131833490962
"B4B050" 4 "S03M15" 2015 1.5 3 0 15 168.73 23738.8305 0 0 1 0 0 1 0 1 0 0 0 168.45 0 0 0 0 0.28 0 0 0 50 0 0 0 0 15 0 0.462844953333333 0.00671942031045349 0.0044737097936168 0.00784227556887184 0.826206154040145 6.58960736655106 -5.76340121251092 -1.27981796593275 20.3962079999118 -21.6760259658446 264.347158353846 112.999619625815 2.33936325829416 88.1157194497436 62.732731574761 1.18814642792289 2.33936325822935 0.433400611157444 0.104373905989574
"B4B052" 4 "S02M47" 2015 1.5 2 0 10 145.15 23738.8305 0 0 1 0 0 0 0 0 1 0 0 145.15 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0.555681066 0.00636534401711657 0.00642012313745182 0.00631056489678131 0.943984957904664 16.8045126286007 -15.860527670696 -1.21856773986341 27.2911186141138 -28.5096863539772 224.082369423077 84.1288430648405 2.66356176145642 112.041184711577 43.2464495871004 1.66402155940217 2.66356176131336 0.960709676125116 0.0328967059193942
"B4B053" 4 "S03M23" 2015 1.5 3 0 40 14.82 23738.8305 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 14.82 0 0 0 0 0 0 0 0 15 0.5 0.238255154 0.0269369465030977 0.00719975450388425 0.0368055425027044 0.717561529289964 4.48391716121548 -3.76635563192552 -0.884249781123805 4.2142817660569 -5.0985315471807 134.476444488462 158.529794255408 0.848272371260418 44.8254814955385 61.0150655342809 0.688764104036603 0.987834257211347 0.757448734386432 0.62657335043056
"B4B054" 4 "S02M25" 2015 1.5 2 0 7.5 152.65 23738.8305 0 0 1 0 1 0 0 0 0 0 0 102.35 0 50.3 0 0 0 0 0 0 45 0 40 0 0 0 0 0.797879481 0.00384502578669 0.00496956389339932 0.00272048767998067 0.959175661014301 8.16486779713974 -7.20569213612544 -0.495481327141681 3.82790767584778 -4.32338900298946 242.761538461538 130.089523252012 1.86611137002366 121.380769230769 75.1730936145386 1.44404297653478 1.86611137002366 0.79021822082563 -0.274369023386962
"B4B056" 4 "S03M13" 2015 1.5 3 0 22.5 83.74 23738.8305 0 1 0 0 1 0 0 1 0 0 18.65 0 0 53.2 0 0 11.89 0 0 6 0 0 50 0 0 11 0 1.13126976866667 0.0129071660352221 0.0126270575132972 0.0130472202961846 0.411691161330424 1.59850252577259 -1.18681136444217 -1.69596878747471 25.8947233053399 -27.5906920928146 185.947975473846 109.302795115821 1.70121885059582 61.9826584912821 70.88790225067 1.11796469673682 1.70121885059582 0.302065933930301 -0.188593501437342
"B4B061" 4 "S02M26" 2015 1.5 2 0 12.5 50.84 23738.8305 0 0 0 1 1 0 0 0 0 0 0 0 30.74 20.1 0 0 0 0 0 0 0 35 40 0 0 0 0 1.228387825 0.00474004088195608 0.00565925052833337 0.00382083123557879 0.874121906072785 1.61865610324393 -0.744534197171145 -0.53787674080043 5.23652249005389 -5.77439923085432 120.19503147 115.701227285886 1.0388397278882 60.097515735 64.6432873283769 1.14345673468906 1.0388397278882 0.812602799898978 -0.524716083642137
"B4B064" 4 "S06M08" 2015 1.5 6 0 6 134.965 23738.8305 1 1 1 0 1 0 0 1 1 0 2.59 121.8 0 9.15 0 0 1.425 0 0.5 1.5 50 0 20 0 0 6 0 0.868436494466667 0.0136975077936935 0.0089425595008618 0.0146484974522598 0.697145159585178 6.21148798186228 -5.5143428222771 -5.0678831805728 28.6827076013822 -33.750590781955 306.369810753846 150.280671006829 2.03865080386767 51.0616351234872 41.0305981467802 0.923825934880087 2.03865080374554 0.434998485365469 0.110584255621731
"B4B065" 4 "S03M05" 2015 1.5 3 0 7.5 165.24 23738.8305 0 0 1 0 1 1 0 0 0 0 0 102.29 0 62.95 0 0 0 0 0 0 45 0 40 0 0 0 0 0.756509453333333 0.00532928514500928 0.00392484943387787 0.00603150300057499 0.771205505110051 6.97075601235041 -6.19955050724036 -2.07023693218476 23.8857270699865 -25.9559640021713 236.142287746154 119.942224500505 1.96880030139143 78.7140959120769 58.3502938375388 0.974800478119363 1.9688003012964 0.523009775697714 0.0966125599879847
"B4B067" 4 "S02M30" 2015 1.5 2 0 17.5 46.96 23738.8305 0 0 0 1 0 1 0 0 0 0 0 0 46.96 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0.093623645 0.0047711369806843 0.00277292492837686 0.00676934903299174 0.95165488080478 14.5035357585659 -13.5518808777611 -0.460715233962377 11.4162015617395 -11.8769167957019 122.517692307692 103.543609745994 1.18324725792585 61.2588461538462 57.6200815371257 0.851125504908302 1.18324725792585 0.818149438519572 0.427621059775212
"B4B068" 4 "S03M04" 2015 1.5 3 0 20 43.89 23738.8305 0 1 0 1 0 1 0 0 0 0 7.1 0 36.79 0 0 0 0 0 0 15 0 20 0 0 0 0 0 0.955430378 0.0141115264386134 0.00885476596264418 0.016739906676598 0.540174609394309 5.57109507327486 -5.03092046388055 -2.09773862874198 20.7955155067585 -22.8932541355005 133.517369652308 96.7369205018077 1.3802110813504 44.505789881641 41.6599915347647 0.880653431925694 1.38021108131367 0.621424429661878 0.241187419687057
"B4B069" 4 "S04M32" 2015 1.5 4 0 10 170.48 23738.8305 0 0 1 1 0 0 0 1 1 0 0 137.65 27.45 0 0 0 5.38 0 0 0 30 30 0 0 0 15 0 0.367995835333333 0.0122312269863 0.00645133210269679 0.0141578586141677 0.869529471066971 8.4771353395862 -7.60760586851923 -2.23298967962186 35.3553003913124 -37.5882900709342 270.780437015385 116.608255371499 2.32213779507045 67.6951092530769 53.0221170055024 1.15583993455488 2.32213779499868 0.376366299241742 0.127257447820266
"B4B072" 4 "S04M20" 2015 1.5 4 0 10 98.685 23738.8305 0 1 1 0 0 1 1 0 0 0 0 96.25 0 0 0 2.435 0 0 0 0 50 0 0 0.5 5.5 0 0 0.719219197 0.0138230076628029 0.00958870381122238 0.0152344422799964 0.50911988650835 6.24570885469048 -5.73658896818213 -2.32104404563681 18.9024031844731 -21.22344723011 181.350673130769 129.103347166262 1.4046938139971 45.3376682820769 38.7888563048674 0.806029331801216 1.40469381397939 0.710903918680777 0.511530269014966
"B4B074" 4 "S04M18" 2015 1.5 4 0 15 105.55 23738.8305 1 0 1 1 0 1 0 0 0 1.595 0 93.35 10.605 0 0 0 0 0 1.5 25 25 6 0 0 0 0 0 0.256275196333333 0.00323353382118733 0.00270271102979499 0.00341047475165144 0.951898248537809 8.2208698202361 -7.26897157169829 -3.33016282371374 22.3633248426786 -25.6934876663924 225.721961538462 153.779029758132 1.46783317526117 56.4304903846154 48.4702165399937 0.942712396504966 1.46783317526117 0.656253129838323 0.568318219977258
"B4B076" 4 "S02M52" 2015 1.5 2 0 17.5 7.475 23738.8305 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 7.475 0 0 0 0 0 0 0 0 11 0 0.138586364 0.0356667441209614 0.00988192149840889 0.061451566743514 0.636366968661225 1.80395696613398 -1.16758999747276 -0.100364454467093 1.51231756397131 -1.6126820184384 95.5695566534615 176.544716658422 0.54133342794035 47.7847783267308 90.3431999400653 0.550137598849551 0.569055590708132 0.955608787128609 0.825959520769992
"B4B077" 4 "S04M30" 2015 1.5 4 0 10 85.88 23738.8305 1 0 1 0 0 0 1 0 1 1.72 0 82.7 0 0 0 1.46 0 0 6 0 60 0 0 0 5.5 0 0 0.506438992833333 0.00671637575543454 0.00723601877302608 0.00654316141623737 0.959621004403787 11.5613426489592 -10.6017216445554 -3.41690743040062 29.8600230262768 -33.2769304566775 219.230470169231 92.6503164542293 2.36621393816322 54.8076175418654 29.4725923248027 1.21210195750243 2.36621393825914 0.685466763051395 0.341979659128002
"B4B078" 4 "S04M27" 2015 1.5 4 0 7.5 188.61 23738.8305 0 1 1 0 1 0 0 0 1 0 0 71.3 0 116.45 0 0 0 0.86 0 0 45 0 35 0 0 0 0 0.912139058 0.0146050778692402 0.0103666915052076 0.0160178733239177 0.598137911262596 7.17798933040856 -6.57985141914597 -2.26230359301901 24.3728489662971 -26.6351525593161 253.982021746154 102.533887799433 2.47705443728974 63.4955054356923 49.2920875399306 0.90153107121423 2.47705443724281 0.348776494687878 -0.115937713404384
"B4B080" 4 "S09M01" 2015 1.5 9 0 5 264.505 23738.8305 1 1 1 1 1 1 1 1 1 0 0 248.35 4.61 0 0 11.4 0.145 0 2 0 55 11 1.5 0 5.5 15 0 0.713055136166667 0.012247949129565 0.00804123305430551 0.0127737886389725 0.725363932950081 6.14198450534007 -5.41662057238999 -16.4474897259673 29.8053910482126 -46.2528807741799 379.703645253846 108.966608305805 3.48458716993597 42.1892939156154 32.3413878330674 0.94007759263293 3.48458716994333 0.234211405536026 0.201072206328222
"B4B082" 4 "S06M02" 2015 1.5 6 0 15 67.455 23738.8305 1 1 0 1 1 1 0 1 0 0.205 0 0 26.77 36.2 0 0 4.28 0 6 0 0 20 45 0 0 11 0 0.827720859066667 0.0100888653780771 0.00772682676450348 0.0105612731007918 0.665714446825444 3.87440542392026 -3.20869097709482 -5.1801482343426 25.2085119260906 -30.3886601604332 183.308382676923 99.9793216620512 1.83346295643553 30.5513971117051 28.9048073609733 1.01500901140019 1.83346295630775 0.381268636300868 0.280667067964915
"B4B085" 4 "S03M11" 2015 1.5 3 0 8.5 252.04 23738.8305 1 0 1 0 0 0 0 1 0 0.89 0 211.8 0 0 0 0 39.35 0 6 0 45 0 0 0 0 15 0 0.462844953333333 0.00369733768375919 0.00483988235213033 0.00312606534957363 0.929234438310566 5.7533648283219 -4.82413039001133 -2.68022460320104 22.1687188153345 -24.8489434185355 317.036538461538 102.256135255719 3.10041581044211 105.678846153846 68.5639903311073 1.43601815790241 3.10041581044211 0.359415591699045 -0.010548585087443
"B4B088" 4 "S06M10" 2015 1.5 6 0 15 86.895 23738.8305 1 1 0 1 0 0 1 1 1 3.34 0 0 70 0 0 13.425 0 0.13 10 0 0 30 0 0 11 20 0 0.7395099252 0.0167104481566197 0.0100994248645193 0.0180326528150397 0.639197439459372 6.07182051436424 -5.43262307490487 -5.22722716984653 28.9703711906883 -34.1975983605348 242.444086261538 94.5284504590171 2.56477372774296 40.4073477093846 26.359285022654 1.26805009838615 2.56477372775537 0.434326060886962 0.343858638182327
"B4B090" 4 "S03M12" 2015 1.5 3 0 17.5 58.455 23738.8305 1 0 0 1 0 0 0 1 0 2.955 0 0 46.85 0 0 0 8.65 0 15 0 0 50 0 0 0 15 0 0.175839390666667 0.00425327213662504 0.00529967344208636 0.00373007148389438 0.836207259212007 2.46048237635344 -1.62427511714144 -2.42496885688102 22.7543622523081 -25.1793311091891 260.028153846154 146.787116118801 1.77146442222969 86.6760512820513 73.0249805411434 1.19735063122881 1.77146442222969 0.502887408432351 0.211507458980824
"B4B092" 4 "S03M17" 2015 1.5 3 0 17.5 139.5 23738.8305 1 1 0 0 0 0 0 0 1 0 139.5 0 0 0 0 0 0 0 10 40 0 0 0 0 0 0 0 1.03887885933333 0.0206720094571773 0.0114871921414691 0.0252644181150315 0.357874165843334 9.08935826571774 -8.73148409987441 -2.06849607702921 23.5349104874913 -25.6034065645205 158.252422040769 86.6389672075891 1.82657327460509 52.7508073468718 54.2736104251336 0.854829539523847 1.82657327458907 0.330333864971267 -0.040937281965934
"B4B093" 4 "S06M01" 2015 1.5 6 0 12.5 148.615 23738.8305 1 1 1 1 1 0 1 0 0 0.755 0 83.65 1.42 61.055 0 1.735 0 0 1.5 0 40 16 35 0 5.5 0 0 0.760120770733333 0.00855764362407538 0.00846197232951614 0.00857677788298723 0.838696292194744 5.56805021369017 -4.72935392149543 -6.53646520298858 19.859480958348 -26.3959461613366 227.674993076923 138.086831958524 1.64878134900878 37.9458321787436 36.5054286670494 0.860506574877762 1.64878134894249 0.441528134650286 0.307530070837786
"B4B095" 4 "S04M21" 2015 1.5 4 0 32.5 54.27 23738.8305 0 1 0 1 0 1 1 0 0 0 0 0 54.25 0 0 0.02 0 0 0 10 0 25 0 0 1 0 0 0.822178469333333 0.0150033331907244 0.00993354712868941 0.0166932618780694 0.440695408375721 3.62474153141176 -3.18404612303604 -3.35531504266758 20.8847290382042 -24.2400440808718 135.810349153846 125.652031133267 1.08084483735727 33.9525872876923 44.2064898478267 0.68485285363522 1.08084483733714 0.521781936412611 0.258406944680193
"B4B097" 4 "S06M12" 2015 1.5 6 0 35 30.005 23738.8305 1 0 0 0 1 1 1 1 1 5.565 0 0 0 6.65 0 11 6.79 0 2 0 0 0 35 0 10 11 0 0.677498920866667 0.0133832639670998 0.00755186067393356 0.0145495446257331 0.781742515249261 5.62470209236672 -4.84295957711746 -4.22364069298142 29.5839403690136 -33.807581061995 180.640398376923 106.272059214519 1.69979202164782 30.1067330612949 31.8183969442299 0.940326245740918 1.69979202157508 0.352538290473153 0.33606481977276
